Código INE:,Localidad:,Fecha:,Festividad:
22001000000,Abiego,20 de enero,
22001000000,Abiego,14 de agosto,
22001000200,Alberuela de la Liena,4 de agosto,
22001000200,Alberuela de la Liena,7 de diciembre,
22002000000,Abizanda,12 de enero,
22002000000,Abizanda,9 de mayo,
22003000000,Adahuesca,26 de julio,
22003000000,Adahuesca,25 de agosto,
22004000000,Agüero,3 de febrero,San Blas
22004000000,Agüero,16 de agosto,San Roque
22907000000,Aínsa-Sobrarbe,20 de enero,
22907000000,Aínsa-Sobrarbe,14 de septiembre,
22006000000,Aísa,14 de agosto,
22006000000,Aísa,16 de agosto,
22007000000,Albalate de Cinca,29 de septiembre,
22007000000,Albalate de Cinca,10 de noviembre,
22008000000,Albalatillo,15 de mayo,San Isidro
22008000000,Albalatillo,20 de julio,Santa Margarita
22009000000,Albelda,15 de mayo,
22009000000,Albelda,16 de agosto,
22011000000,Albero Alto,25 de agosto,
22011000000,Albero Alto,8 de septiembre,
22012000000,Albero Bajo,8 de mayo,
22012000000,Albero Bajo,1 de septiembre,
22013000000,Alberuela de Tubo,14 de agosto,
22013000000,Alberuela de Tubo,27 de diciembre,
,Sodeto,15 de mayo,
,Sodeto,29 de septiembre,
22014000000,Alcalá de Gurrea,8 de mayo,
22014000000,Alcalá de Gurrea,24 de agosto,
22015000000,Alcalá del Obispo,3 de junio,
22015000000,Alcalá del Obispo,29 de septiembre,
22015000200,Fañanás,28 de agosto,
22015000200,Fañanás,26 de diciembre,
22015000300,Ola,3 de junio,
22015000300,Ola,14 de septiembre,
22015000400,Pueyo de Fañanás,29 de abril,
22015000400,Pueyo de Fañanás,14 de octubre,
22016000000,Alcampell,15 de mayo,San Isidro
22016000000,Alcampell,31 de agosto,San Ramón
22017000000,Alcolea de Cinca,14 de septiembre,
22017000000,Alcolea de Cinca,15 de septiembre,
22018000000,Alcubierre,17 de abril,
22018000000,Alcubierre,26 de julio,
22019000000,Alerre,20 de enero,
22019000000,Alerre,25 de julio,
22020000000,Alfántega,17 de abril,Día de la Alegría
22020000000,Alfántega,22 de julio,Santa María Magdalena
22021000000,Almudévar,15 de mayo,San Isidro
22021000000,Almudévar,8 de septiembre,Día de la Virgen
22021000200,Artasona del Llano,13 de junio,San Antonio
22021000300,San Jorge,22 de abril,San Jorge
22021000400,Valsalada,23 de septiembre,San Lino
22022000000,Almunia de San Juan,20 de enero,San Sebastián
22022000000,Almunia de San Juan,17 de abril,Lunes de Pascua
22023000000,Almuniente,17 de abril,
22023000000,Almuniente,28 de agosto,
22023000200,Frula,22 de mayo,
22023000200,Frula,13 de octubre,
22024000000,Alquézar,17 de enero ,
22024000000,Alquézar,14 de agosto,
22024000200,Radiquero,20 de enero,
22024000200,Radiquero,16 de agosto,
22025000000,Altorricón,3 de febrero,San Blas
22025000000,Altorricón,24 de agosto,San Bartolomé
22027000000,Angüés,2 de febrero,
22027000000,Angüés,2 de octubre,
22028000000,Ansó,20 de enero,
22028000000,Ansó,21 de septiembre,
22029000000,Antillón,28 de abril,Virgen del Pueyo
22029000000,Antillón,8 de septiembre,La Natividad
,Aragües del Puerto,4 de agosto,Virgen de las Nieves
,Aragües del Puerto,9 de octubre,Virgen del Rosario
22035000000,Arén,23 de mayo,
22035000000,Arén,7 de diciembre,
22036000000,Argavieso,8 de septiembre,Natividad de Nuestra Señora
22036000000,Argavieso,4 de diciembre,Santa Bárbara
22037000000,Arguis,24 de julio,Santa María Magdalena
22037000000,Arguis,29 de septiembre,San Miguel Arcángel
22037000200,Bentué de Rasal,7 de septiembre,Nacimiento de la Santísima Virgen María
22039000000,Ayerbe,8 de septiembre,
22039000000,Ayerbe,9 de septiembre,
22040000100,Alins del Monte,8 de mayo,San Miguel
22040000100,Alins del Monte,4 de agosto,Fiesta de verano
22040000200,Azanuy,20 de enero,San Sebastián
22040000200,Azanuy,17 de abril,Lunes de Pascua
22041000000,Azara,17 de abril,
22041000000,Azara,13 de diciembre,
22042000000,Azlor,3 de febrero,
22042000000,Azlor,25 de agosto,
22043000000,Baells,17 de abril,
22043000000,Baells,16 de agosto,
22044000000,Bailo,20 de enero,
22044000000,Bailo,8 de septiembre,
22045000000,Baldellou,15 de mayo,
22045000000,Baldellou,16 de agosto,
22046000000,Ballobar,17 de abril,
22046000000,Ballobar,29 de agosto,
22047000000,Banastás,20 de enero,
22047000000,Banastás,7 de diciembre,
22048000000,Barbastro,21 de junio,
22048000000,Barbastro,8 de septiembre,
22049000000,Barbués,14 de agosto,
22049000000,Barbués,4 de diciembre,
,Barbuñales,10 de agosto,
,Barbuñales,4 de diciembre,
22051000000,Bárcabo,17 de enero,San Antonio Abad
22051000000,Bárcabo,15 de mayo,San Isidro
22052000000,Belver de Cinca,14 de agosto,
22052000000,Belver de Cinca,13 de octubre,
22053000000,Benabarre,8 de junio,
22053000000,Benabarre,9 de junio,
22054000000,Benasque,29 de junio,
22054000000,Benasque,30 de junio,
22054000100,Anciles,29 de junio,
22054000100,Anciles,30 de junio,
22054000300,Cerler,28 de abril,
22054000300,Cerler,10 de agosto,
22246000000,Beranuy,12 de agosto,
22246000000,Beranuy,14 de agosto,
22055000000,Berbegal,12 de enero,San Victorián
22055000000,Berbegal,9 de mayo,San Gregorio
22057000000,Bielsa,27 de febrero,Lunes de Carnaval
22057000000,Bielsa,14 de agosto,
22057000200,Chisagüés,27 de febrero,Lunes de Carnaval
22057000300,Espierba,27 de febrero,Lunes de Carnaval
22057000400,Javierre,27 de febrero,Lunes de Carnaval
22057000500,Parzán,27 de febrero,Lunes de Carnaval
22058000000,Bierge,29 de abril,
22058000000,Bierge,10 de agosto,
22059000000,Biescas,13 de junio,
22059000000,Biescas,18 de agosto,
22060000000,Binaced,25 de abril,San Marcos
22060000000,Binaced,26 de julio,Santa Ana
22060000200,Valcarca,25 de abril,San Marcos
22060000200,Valcarca,26 de julio,Santa Ana
22061000000,Binéfar,17 de abril,Lunes de Pascua
22061000000,Binéfar,14 de septiembre,Fiesta Mayor Santo Cristo de los Milagros
22062000000,Bisaurri,10 de julio,San Cristóbal
22062000000,Bisaurri,31 de agosto,San Ramón
22063000000,Biscarrués,20 de enero,
22063000000,Biscarrués,22 de mayo,
22064000100,Blecua,9 de mayo,San Gregorio
22064000100,Blecua,31 de agosto,San Ramón
22064000200,Torres de Montes,24 de octubre,San Rafael
22066000000,Boltaña,25 de enero,San Pablo
22066000000,Boltaña,25 de agosto,Fiestas de la Convivencia
22067000000,Bonansa,17 de abril,
22067000000,Bonansa,16 de agosto,
22068000000,Borau,8 de septiembre,Natividad de Nuestra Señora
22068000000,Borau,11 de diciembre,Santa Eulalia
22069000000,Broto,3 de febrero,
22069000000,Broto,2 de octubre,
22069000100,Asín de Broto,6 de mayo,
22069000100,Asín de Broto,24 de agosto,
22069000400,Buesa,3 de julio,
22069000400,Buesa,31 de agosto,
22069000500,Oto,13 de mayo,
22069000500,Oto,14 de agosto,
22069000600,Sarvisé,3 de febrero,
22069000600,Sarvisé,8 de septiembre,
22072000000,Caldearenas,26 de junio,Santa Orosia
22072000000,Caldearenas,25 de julio,Santiago
22074000000,Campo,17 de abril,Lunes de Pascua
22074000000,Campo,16 de agosto,Fiestas patronales
22075000000,Camporrells,17 de abril,
22075000000,Camporrells,28 de julio,
22076000000,Canal de Berdún,8 de septiembre,
22076000000,Canal de Berdún,7 de diciembre,
22077000000,Candasnos,25 de abril,
22077000000,Candasnos,16 de agosto,
22078000000,Canfranc,18 de julio,
22078000000,Canfranc,14 de agosto,
22079000000,Capdesaso,3 de mayo,
22079000000,Capdesaso,14 de septiembre,
22080000000,Capella,15 de mayo,
22080000000,Capella,25 de agosto,
22080000200,Laguarres,20 de enero,
22080000200,Laguarres,4 de agosto,
22081000000,Casbas de Huesca,20 de marzo,
22081000000,Casbas de Huesca,7 de diciembre,
22083000000,Castejón de Monegros,20 de enero,
22083000000,Castejón de Monegros,26 de julio,
22084000000,Castejón de Sos,20 de enero,
22084000000,Castejón de Sos,13 de octubre,
22082000000,Castejón del Puente,17 de abril,Lunes de Pascua
22082000000,Castejón del Puente,8 de septiembre,Virgen de la Bella
22085000000,Castelflorite,17 de abril,
22085000000,Castelflorite,4 de diciembre,
22086000000,Castiello de Jaca,3 de julio,Fiestas de las Reliquias
22086000000,Castiello de Jaca,29 de septiembre,San Miguel
22087000000,Castigaleu,15 de mayo,
22087000000,Castigaleu,11 de noviembre,
22088000000,Castillazuelo,17 de enero,
22088000000,Castillazuelo,7 de agosto,
22089000000,Castillonroy,17 de enero,
22089000000,Castillonroy,17 de abril,
22090000000,Colungo,13 de febrero,Santa Eulalia
22090000000,Colungo,13 de octubre,Nuestra Señora del Pilar
22090000100,Asque,8 de noviembre,
22094000000,Chalamera,17 de enero,
22094000000,Chalamera,25 de abril,
22095000000,Chía,17 de abril,Lunes de Pascua
22095000000,Chía,8 de septiembre,Virgen de la Encontrada
22096000000,Chimillas,21 de abril,
22096000000,Chimillas,7 de diciembre,
22099000000,Esplús,23 de enero,
22099000000,Esplús,16 de agosto,
22102000000,Estada,30 de enero,
22102000000,Estada,21 de julio,
22103000000,Estadilla,7 de abril,
22103000000,Estadilla,10 de agosto,
22105000000,Estopiñán del Castillo,17 de abril,
22105000000,Estopiñán del Castillo,4 de agosto,
22106000000,Fago,10 de julio,
22106000000,Fago,30 de noviembre,
22107000000,Fanlo,26 de junio,San Pelayo
22107000000,Fanlo,8 de septiembre,Día de la Virgen
22109000000,Fiscal,14 de agosto,
22109000000,Fiscal,16 de agosto,
22110000000,Fonz,3 de febrero,
22110000000,Fonz,14 de agosto,
22110000100,Cofita,3 de febrero,
22110000100,Cofita,25 de agosto,
22111000000,Foradada del Toscar,16 de agosto,
22111000000,Foradada del Toscar,30 de noviembre,
22111000100,Bacamorta,8 de septiembre,
22111000100,Bacamorta,9 de septiembre,
22111000200,Colladas (Las),26 de julio,Santa Ana
22111000200,Colladas (Las),23 de noviembre,San Clemente
22111000300,Espluga,1 de agosto,
22111000300,Espluga,9 de diciembre,
22111000500,Lacort,16 de agosto,
22111000500,Lacort,30 de noviembre,
22111000600,Lascorz,17 de julio,Romería San Quilez
22111000600,Lascorz,10 de agosto,San Lorenzo
22111000700,Morillo de Liena,2 de mayo,San Martín
22111000700,Morillo de Liena,25 de julio,Santiago
22111000800,Navarri,12 de mayo,Santo Cristo
22111000800,Navarri,17 de agosto,Comida hermandad
22111000900,Senz,29 de junio,San Pedro
22111000900,Senz,16 de agosto,
22111001000,Viu,12 de enero,San Victorián
22111001000,Viu,30 de junio,San Marcial
22112000000,Fraga,11 de octubre,
22112000000,Fraga,13 de octubre,
22113000000,Fueva (La),20 de enero,
22113000000,Fueva (La),27 de mayo,
22114000000,Gistaín,29 de junio,
22114000000,Gistaín,21 de agosto,
22115000000,Grado (El),17 de abril,Lunes de Pascua
22115000000,Grado (El),8 de septiembre,Natividad de la Virgen
22115000100,Artasona,4 de agosto,San Plácido
22115000100,Artasona,8 de septiembre,Natividad de la Virgen
22115000200,Coscojuela de Fantova,8 de mayo,San Miguel
22115000200,Coscojuela de Fantova,8 de septiembre,Natividad de la Virgen
22115000300,Enate,27 de enero,San Valero
22115000300,Enate,8 de septiembre,Natividad de la Virgen
22116000000,Grañén,7 de enero,
22116000000,Grañén,25 de julio,
22116000100,Callén,21 de enero,
22116000100,Callén,9 de mayo,
22116000200,Curbe,14 de octubre,
22116000200,Curbe,7 de diciembre,
22116000300,Fraella,17 de abril,
22116000300,Fraella,24 de agosto,
22116000500,Montesusín,15 de mayo,
22116000500,Montesusín,22 de septiembre,
22117000000,Graus,13 de septiembre,
22117000000,Graus,14 de septiembre,
22119000000,Gurrea de Gállego,8 de septiembre,
22119000000,Gurrea de Gállego,7 de diciembre,
22908000300,Hoz y Costean (Hoz de Barbastro),22 de julio,Santa María Magdalena
22908000100,Costean,20 de enero,San Fabián
22908000100,Costean,10 de agosto,San Lorenzo
22908000500,Salinas de Hoz,25 de abril,San Marcos
22122000000,Hoz de Jaca,10 de agosto,
22122000000,Hoz de Jaca,11 de agosto,
22124000000,Huerto,21 de abril,
22124000000,Huerto,4 de agosto,
22125000000,Huesca,23 de enero,San Vicente
22125000000,Huesca,10 de agosto,San Lorenzo
22126000000,Ibieca,8 de septiembre,
22126000000,Ibieca,23 de noviembre,
22127000000,Igriés,21 de enero,San Fabián
22127000000,Igriés,6 de mayo,Virgen del Olivar
22127000200,Yéqueda,8 de mayo,Virgen de Loreto
22127000200,Yéqueda,11 de noviembre,San Martín
22128000000,Ilche,15 de mayo,San Isidro
22128000000,Ilche,23 de septiembre,San Cosme y San Damián
22128000100,Fornillos de Ilche,15 de mayo,San Isidro
22128000100,Fornillos de Ilche,22 de julio,Santa María Magdalena
22128000300,Monesma de San Juan,15 de mayo,San Isidro
22128000300,Monesma de San Juan,25 de julio,Santiago Apóstol
22128000400,Morilla,15 de mayo,San Isidro
22128000400,Morilla,25 de noviembre,San Andrés
22128000600,Permisán,15 de mayo,San Isidro
22128000600,Permisán,26 de julio,San Joaquín y Santa Ana
22129000000,Isábena (La Puebla de Roda),24 de agosto,
22129000000,Isábena (La Puebla de Roda),25 de agosto,
22130000000,Jaca,5 de mayo,Primer Viernes de Mayo
22130000000,Jaca,29 de junio,San Pedro
22131000000,Jasa,20 de enero,
22131000000,Jasa,16 de agosto,
22133000000,Labuerda,20 de enero,San Sebastián
22133000000,Labuerda,16 de agosto,San Roque
22135000000,Laluenga,20 de enero,
22135000000,Laluenga,22 de julio,
22136000000,Lalueza,18 de septiembre,
22136000000,Lalueza,19 de septiembre,
22136000200,Marcén,1 de agosto,
22136000200,Marcén,15 de diciembre,
22136000300,San Lorenzo del Flumen,15 de mayo,
22136000300,San Lorenzo del Flumen,10 de agosto,
22137000000,Lanaja,20 de enero,
22137000000,Lanaja,21 de septiembre,
22137000100,Cantalobos,11 de octubre,
22137000100,Cantalobos,13 de octubre,
22137000300,Orillena,2 de mayo,
22137000300,Orillena,15 de mayo,
22139000000,Laperdiguera,3 de agosto,
22139000000,Laperdiguera,4 de agosto,
22141000000,Lascellas-Ponzano,18 de enero,
22141000000,Lascellas-Ponzano,18 de noviembre,
22142000000,Lascuarre,17 de agosto,
22142000000,Lascuarre,18 de agosto,
22143000000,Laspaúles,21 de agosto,
22143000000,Laspaúles,22 de agosto,
22144000000,Laspuña,20 de enero,San Sebastián
22144000000,Laspuña,21 de septiembre,San Mateo
22149000000,Loarre,25 de julio,
22149000000,Loarre,9 de octubre,
22149000100,Linas de Marcuello,22 de mayo,
22149000100,Linas de Marcuello,26 de julio,
22149000300,Santa Engracia de Loarre,22 de mayo,
22149000300,Santa Engracia de Loarre,13 de diciembre,
22149000400,Sarsamarcuello,22 de mayo,
22149000400,Sarsamarcuello,7 de diciembre,
22150000000,Loporzano,13 de octubre,
22150000000,Loporzano,7 de diciembre,
22151000000,Loscorrales,24 de enero,
22151000000,Loscorrales,2 de junio,
22905000000,Lupinén-Ortilla (Lupiñén),15 de mayo,
22905000000,Lupinén-Ortilla (Lupiñén),25 de agosto,
22905000300,Montmesa,15 de mayo,
22905000300,Montmesa,29 de septiembre,
22905000400,Ortilla,15 de mayo,
22905000400,Ortilla,1 de septiembre,
22155000000,Monesma y Cajigar,13 de junio,
22155000000,Monesma y Cajigar,25 de julio,
22156000300,Monflorite-Lascasas (Monflorite),31 de agosto,San Ramón
22156000200,Lascasas,24 de agosto,San Bartolomé
22157000000,Montanuy,17 de abril,
22157000000,Montanuy,26 de diciembre,
,Aneto,7 de julio,
,Aneto,25 de agosto,
22158000000,Monzón,17 de abril,Día de la Alegría
22158000000,Monzón,21 de septiembre,San Mateo
22160000000,Naval,20 de enero,
22160000000,Naval,18 de septiembre,
22162000000,Novales,26 de julio,
22162000000,Novales,30 de septiembre,
22163000000,Nueno,25 de abril,San Marcos
22163000000,Nueno,11 de noviembre,San Martín
22163000100,Arascués,26 de julio,Santa Ana
22163000100,Arascués,7 de septiembre,Festividad de la Virgen
,Belsué,22 de mayo,Santa Quiteria
,Belsué,11 de noviembre,San Martín
22163000300,Nocito,24 de agosto,San Bartolomé
22163000500,Sabayés,7 de septiembre,Festividad de la Virgen
22163000500,Sabayés,30 de noviembre,San Andrés
22163000600,Santa Eulalia de la Peña,17 de agosto,San Mamés
22164000000,Olvena,13 de mayo,San Gregorio
22164000000,Olvena,16 de septiembre,Santo Cristo
22165000000,Ontiñena,3 de febrero,
22165000000,Ontiñena,8 de septiembre,
22167000000,Osso de Cinca,15 de mayo,San Isidro
22167000000,Osso de Cinca,20 de julio,Santa Margarita
22168000000,Palo,14 de agosto,
22170000000,Panticosa,1 de marzo,
22170000000,Panticosa,16 de agosto,San Roque
22172000000,Peñalba,15 de mayo,
22172000000,Peñalba,2 de octubre,
22173000000,Peñas de Riglos (Las),15 de mayo,San Gregorio
22173000000,Peñas de Riglos (Las),14 de agosto,"Festividad en las localidades de Ena, Rasal y Triste"
22174000000,Peralta de Alcofea,5 de junio,Lunes de Pentecostés
22174000000,Peralta de Alcofea,23 de junio,
22174000100,Lagunarrota,20 de enero,San Fabián
22174000100,Lagunarrota,1 de septiembre,San Gil
22174000300,Tormillo (El),25 de abril,
22174000300,Tormillo (El),15 de mayo,San Isidro
22175000100,Calasanz,17 de abril,Lunes de Pascua
22175000100,Calasanz,15 de septiembre,San Cipriano
22175000200,Cuatrocorz,17 de abril,Lunes de Pascua
22175000200,Cuatrocorz,15 de mayo,San Isidro
22175000300,Gabasa,15 de mayo,San Isidro
22175000300,Gabasa,10 de noviembre,San Martín de Tours
22175000400,Peralta de la Sal,17 de abril,Lunes de Pascua
22175000400,Peralta de la Sal,25 de agosto,San José de Calasanz
22176000000,Peraltilla,20 de enero,
22176000000,Peraltilla,25 de agosto,
22178000000,Pertusa,17 de abril,Lunes de Pascua
22178000000,Pertusa,16 de agosto,
22181000000,Piracés,22 de mayo,
22181000000,Piracés,15 de julio,
22182000000,Plan,8 de septiembre,
22182000000,Plan,16 de octubre,
22182000300,Saravillo,18 de enero,
22182000300,Saravillo,14 de agosto,
22182000400,Serveto,25 de agosto,
22182000400,Serveto,26 de agosto,
22184000000,Poleñino,20 de enero,
22184000000,Poleñino,15 de mayo,
22186000000,Pozán de Vero,3 de enero,
22186000000,Pozán de Vero,20 de enero,
22187000000,Puebla de Castro (La),5 de junio,
22187000000,Puebla de Castro (La),16 de agosto,
22188000000,Puente de Montañana,16 de agosto,
22188000000,Puente de Montañana,3 de noviembre,
22902000000,Puente la Reina de Jaca,20 de enero,
22902000000,Puente la Reina de Jaca,19 de mayo,
22189000500,Puértolas,20 de enero,
22189000500,Puértolas,7 de diciembre,
22190000000,Pueyo de Araguás (El),12 de enero,San Victorián
22190000000,Pueyo de Araguás (El),17 de abril,Santa Engracia
22193000000,Pueyo de Santa Cruz,17 de abril,Lunes de Pascua
22193000000,Pueyo de Santa Cruz,3 de mayo,Festividad de la Santa Cruz
22195000000,Quicena,29 de abril,
22195000000,Quicena,25 de julio,
22197000000,Robres,3 de febrero,
22197000000,Robres,15 de mayo,
22199000000,Sabiñánigo,22 de julio,
22199000000,Sabiñánigo,25 de julio,
22200000000,Sahún,26 de junio,
22200000000,Sahún,8 de septiembre,
22200000100,Eresué,9 de junio,
22200000100,Eresué,26 de junio,
22200000200,Eriste,20 de enero,
22200000200,Eriste,1 de agosto,
22202000000,Salas Bajas,17 de abril,Lunes de Pascua
22202000000,Salas Bajas,31 de julio,San Ramón Nonato
22203000000,Salillas,26 de mayo,San Felipe
22203000000,Salillas,26 de julio,Santa Ana
22204000000,Sallent de Gállego,14 de septiembre,
22204000000,Sallent de Gállego,15 de septiembre,
,Escarrilla,20 de enero,
,Escarrilla,18 de agosto,
,Sandinies,25 de agosto,
,Tramacastilla de Tena,24 de julio,
,Tramacastilla de Tena,9 de octubre,
,Sangarrén,15 de mayo,
,Sangarrén,4 de octubre,
22205000000,San Esteban de Litera,17 de abril,Lunes de Pascua
22205000000,San Esteban de Litera,16 de agosto,Fiestas Mayores de Verano
22207000000,San Juan de Plan,23 de junio,
22207000000,San Juan de Plan,25 de agosto,
22903000200,San Miguel del Cinca (Pomar),17 de abril,
22903000200,San Miguel del Cinca (Pomar),13 de octubre,
22903000100,Estiche de Cinca,17 de abril,
22903000100,Estiche de Cinca,29 de septiembre,
22903000300,Santalecina,17 de abril,
22903000300,Santalecina,15 de mayo,
22209000000,Santa Cruz de la Serós,3 de mayo,
22209000000,Santa Cruz de la Serós,20 de octubre,
22212000000,Santaliestra y San Quílez,11 de agosto,
22212000000,Santaliestra y San Quílez,14 de agosto,
22906000200,Santa María de Dulcis (Huerta de Vero),20 de enero,
22906000200,Santa María de Dulcis (Huerta de Vero),15 de mayo,
22906000100,Buera,12 de mayo,
22906000100,Buera,28 de agosto,
22213000000,Sariñena,15 de mayo,San Isidro
22213000000,Sariñena,2 de septiembre,San Antolín
22213000100,Cartuja de Monegros (La),15 de mayo,San Isidro
22213000100,Cartuja de Monegros (La),6 de octubre,San Bruno
22213000200,Lamasadera,15 de mayo,San Isidro
22213000200,Lamasadera,10 de agosto,San Lorenzo
22213000300,Lastanosa,20 de enero,San Sebastián
22213000300,Lastanosa,7 de agosto,San Salvador
22213000400,Pallaruelo de Monegros,20 de enero,San Sebastián
22213000400,Pallaruelo de Monegros,7 de agosto,San Salvador
22213000500,San Juan del Flumen,24 de junio,San Juan Bautista
22213000500,San Juan del Flumen,29 de agosto,Martirio de San Juan
22214000000,Secastilla,17 de enero,San Antonio Abad
22214000000,Secastilla,28 de abril,San Pedro mártir
22215000000,Seira,17 de julio,
22215000000,Seira,7 de diciembre,
22217000000,Sena,22 de mayo,
22217000000,Sena,2 de octubre,
22218000000,Senés de Alcubierre,20 de enero,
22218000000,Senés de Alcubierre,24 de agosto,
22221000000,Sesué,24 de agosto,
22221000000,Sesué,25 de agosto,
22222000000,Siétamo,29 de abril,San Pedro mártir
22222000000,Siétamo,19 de diciembre,Virgen de la Esperanza
22222000100,Arbaniés,14 de agosto,Virgen de agosto
22222000100,Arbaniés,29 de diciembre,San Silvestre
22222000200,Castejón de Arbaniés,14 de julio,Santa Justa y Rufina
22222000200,Castejón de Arbaniés,27 de diciembre,San Esteban
22222000300,Liesa,20 de enero,San Sebastián
22222000300,Liesa,6 de junio,Romería Las Reliquias
22223000000,Sopeira,9 de mayo,
22223000000,Sopeira,7 de diciembre,
22904000200,Sotonera (La) (Bolea),20 de enero,
22904000200,Sotonera (La) (Bolea),24 de agosto,
22904000100,Aniés,5 de mayo,
22904000100,Aniés,4 de agosto,
22904000300,Esquedas,9 de mayo,
22904000300,Esquedas,15 de septiembre,
22904000400,Lierta,10 de octubre,
22904000400,Lierta,13 de octubre,
22904000500,Plasencia,31 de agosto,
22904000500,Plasencia,1 de septiembre,
22904000600,Puibolea,1 de septiembre,
22904000600,Puibolea,4 de septiembre,
22904000700,Quinzano,3 de agosto,
22904000700,Quinzano,4 de agosto,
22225000000,Tamarite de Litera,17 de abril,Lunes de Pascua
22225000000,Tamarite de Litera,8 de septiembre,Día de la Patrona
22225000100,Algayón,10 de julio,
22225000100,Algayón,1 de diciembre,
22226000000,Tardienta,22 de mayo,
22226000000,Tardienta,23 de mayo,
22227000600,Tella-Sin (Tella),1 de septiembre,
22227000600,Tella-Sin (Tella),13 de octubre,
22227000200,Lafortunada,4 de agosto,
22227000200,Lafortunada,13 de octubre,
22227000400,Salinas,6 de octubre,
22227000400,Salinas,13 de octubre,
22227000500,Sin,3 de agosto,
22227000500,Sin,13 de octubre,
22228000000,Tierz,23 de enero,
22228000000,Tierz,10 de agosto,
22229000000,Tolva,17 de enero,
22229000000,Tolva,17 de abril,
22230000000,Torla,5 de junio,Lunes de Pentecostés
22230000000,Torla,13 de octubre,Fiestas del Pilar
22232000000,Torralba de Aragón,3 de mayo,
22232000000,Torralba de Aragón,26 de julio,
22233000000,Torre la Ribera,9 de agosto,
22233000000,Torre la Ribera,10 de agosto,
22235000000,Torres de Alcanadre,17 de abril,
22235000000,Torres de Alcanadre,24 de agosto,
22235000100,Lacuadrada,14 de febrero,
22235000100,Lacuadrada,16 de agosto,
22236000000,Torres de Barbués,29 de junio,San Pedro
22236000000,Torres de Barbués,26 de julio,Santa Ana
22239000000,Tramaced,10 de febrero,
22239000000,Tramaced,8 de septiembre,
22242000000,Valfarta,8 de mayo,
22242000000,Valfarta,29 de septiembre,
22901000000,Valle de Hecho (Hecho),8 de septiembre,
22901000000,Valle de Hecho (Hecho),11 de noviembre,
22245000000,Velilla de Cinca,27 de enero,
22245000000,Velilla de Cinca,20 de febrero,
22909000000,Vencillón,17 de abril,
22909000000,Vencillón,25 de julio,
22247000000,Viacamp y Litera,8 de septiembre,
22247000000,Viacamp y Litera,26 de diciembre,
22249000000,Villanova,17 de abril,
22249000000,Villanova,13 de octubre,
22250000000,Villanúa,8 de septiembre,Natividad de Nuestra Señora
22250000000,Villanúa,26 de diciembre,San Esteban
22251000000,Villanueva de Sijena,3 de febrero,San Blas
22251000000,Villanueva de Sijena,4 de agosto,San Salvador
22252000000,Yebra de Basa,26 de junio,
22252000000,Yebra de Basa,10 de agosto,
22253000000,Yésero,20 de enero,
22253000000,Yésero,8 de septiembre,
22254000000,Zaidín,17 de enero,
22254000000,Zaidín,14 de agosto,
